np41,np41trace4,-,7200.354
np41,np41trace2,-,7200.279
np15,np15trace4,false,0.836
np15,np15trace2,false,0.558
np15,np15trace3,false,0.491
np27,np27trace4,-,7200.17
np27,np27trace2,-,7200.171
np21,np21trace4,true,0.623
np21,np21trace2,true,0.469
np21,np21trace3,true,0.477
p8,p8trace4,false,0.218
p8,p8trace2,false,0.221
p8,p8trace3,false,0.203
np36,np36trace18,false,0.185
np36,np36trace5,false,0.18
np36,np36trace13,false,0.218
np36,np36trace9,false,0.19
np48,np48trace4,false,0.337
np48,np48trace2,false,0.19
np48,np48trace3,false,0.209
np30,np30trace5,true,0.188
np30,np30trace14,true,0.187
np16,np16trace4,false,0.57
np16,np16trace2,false,0.522
np16,np16trace3,false,0.55
np28,np28trace5,true,0.18
np28,np28trace14,true,0.183
p37,p37trace4,-,7200.129
np10,np10trace4,false,1.01
np10,np10trace2,false,1.309
np10,np10trace3,false,0.803
np22,np22trace4,-,7200.145
np22,np22trace2,-,7200.157
p17,p17trace4,true,0.843
p17,p17trace2,true,0.774
p17,p17trace3,true,0.795
p34,p34trace4,-,7200.121
p34,p34trace2,-,7200.12
p5,p5trace15,true,0.472
p5,p5trace4,false,0.307
p5,p5trace1,false,0.244
p5,p5trace12,false,0.249
p5,p5trace2,false,0.245
p5,p5trace5,false,0.241
p5,p5trace8,false,0.242
p5,p5trace6,true,0.251
p5,p5trace10,false,0.252
p5,p5trace14,false,0.245
p5,p5trace17,false,0.24
p5,p5trace16,false,0.244
np37,np37trace4,true,1.067
np37,np37trace2,true,0.995
np37,np37trace3,true,1.068
np49,np49trace15,true,0.245
np49,np49trace18,false,0.252
np49,np49trace1,false,0.248
np49,np49trace12,false,0.239
np49,np49trace5,false,0.267
np49,np49trace8,false,0.244
np49,np49trace6,false,0.239
np49,np49trace10,false,0.248
np49,np49trace14,false,0.248
np49,np49trace11,false,0.245
np49,np49trace17,false,0.244
np49,np49trace13,false,0.239
np49,np49trace9,false,0.24
np49,np49trace7,false,0.243
np49,np49trace16,true,0.248
p31,p31trace4,-,7200.309
p31,p31trace2,-,7200.282
np31,np31trace5,true,0.298
np31,np31trace14,true,0.351
np43,np43trace4,false,0.419
np43,np43trace2,false,0.315
np43,np43trace3,false,0.29
np17,np17trace4,false,1.17
np17,np17trace2,false,1.003
np17,np17trace3,false,1.034
np29,np29trace5,true,0.317
np29,np29trace14,true,0.287
np7,np7trace4,true,2.509
np7,np7trace2,true,2.346
np7,np7trace3,true,2.498
np11,np11trace4,false,1.395
np11,np11trace2,false,1.547
np11,np11trace3,false,1.478
np23,np23trace4,-,7200.312
np23,np23trace2,-,7200.518
p11,p11trace4,true,0.631
p11,p11trace2,true,0.432
p11,p11trace3,true,0.547
p19,p19trace4,true,1.548
p19,p19trace2,true,1.398
p19,p19trace3,true,1.402
p36,p36trace2,-,7200.254
np4,np4trace4,false,0.551
np4,np4trace2,false,0.366
np4,np4trace3,false,0.331
np38,np38trace4,true,1.952
np38,np38trace2,true,1.469
np38,np38trace3,true,1.597
np32,np32trace5,true,0.543
np32,np32trace14,true,0.401
np44,np44trace4,false,0.339
np44,np44trace2,false,0.436
np44,np44trace3,false,0.435
np1,np1trace4,true,1.921
np1,np1trace2,true,1.964
np1,np1trace3,true,1.733
np18,np18trace4,false,0.376
np18,np18trace2,false,0.407
np18,np18trace3,false,0.367
np9,np9trace4,false,3.542
np9,np9trace2,false,2.14
np9,np9trace3,false,3.123
np12,np12trace4,false,2.153
np12,np12trace2,false,2.361
np12,np12trace3,false,1.844
np24,np24trace4,-,7200.338
np24,np24trace2,-,7200.349
p13,p13trace4,false,1.971
p13,p13trace2,false,1.683
p13,p13trace3,false,1.777
np6,np6trace4,true,3.305
np6,np6trace2,true,2.465
np6,np6trace3,true,3.152
np39,np39trace4,-,7200.123
np39,np39trace2,-,7200.325
np39,np39trace3,-,7200.356
p35,p35trace4,-,7200.151
p35,p35trace2,-,7200.29
p47,p47trace4,-,7200.256
p47,p47trace2,-,7200.253
p47,p47trace3,-,7200.287
np45,np45trace4,false,0.575
np45,np45trace2,false,0.39
np45,np45trace3,false,0.484
np19,np19trace4,false,0.495
np19,np19trace2,false,0.509
np19,np19trace3,false,0.388
p1,p1trace15,true,0.398
p1,p1trace18,true,0.355
p1,p1trace1,true,0.586
p1,p1trace12,false,0.434
p1,p1trace5,false,0.45
p1,p1trace8,true,0.486
p1,p1trace6,true,0.499
p1,p1trace10,true,0.626
p1,p1trace14,true,0.485
p1,p1trace11,false,0.466
p1,p1trace17,true,0.451
p1,p1trace13,false,0.481
p1,p1trace9,true,0.455
p1,p1trace7,false,0.582
p1,p1trace16,true,0.469
np13,np13trace4,false,2.24
np13,np13trace2,false,2.613
np13,np13trace3,false,2.65
np25,np25trace4,-,7200.416
np25,np25trace2,-,7200.455
p15,p15trace4,false,0.566
p15,p15trace2,false,0.513
p15,p15trace3,false,0.356
np8,np8trace4,false,3.404
np8,np8trace2,false,2.811
np8,np8trace3,false,3.324
np5,np5trace4,false,0.676
np5,np5trace2,false,0.529
np5,np5trace3,false,0.466
np46,np46trace4,false,0.652
np46,np46trace2,false,0.505
np46,np46trace3,false,0.563
np40,np40trace4,-,7200.941
np40,np40trace2,-,7200.664
np14,np14trace4,false,3.038
np14,np14trace2,false,3.377
np14,np14trace3,false,2.971
np26,np26trace4,-,7200.511
np26,np26trace2,-,7200.431
p21,p21trace4,false,0.687
p21,p21trace2,false,0.614
np20,np20trace4,false,0.68
np20,np20trace2,false,0.648
np20,np20trace3,false,0.695
p4,p4trace15,true,0.742
p4,p4trace4,false,0.753
p4,p4trace1,false,0.722
p4,p4trace12,false,0.55
p4,p4trace2,false,0.407
p4,p4trace5,true,0.654
p4,p4trace8,false,0.668
p4,p4trace6,true,0.671
p4,p4trace10,false,0.689
p4,p4trace14,false,0.506
p4,p4trace17,false,0.643
p4,p4trace16,false,0.662
np2,np2trace4,false,3.058
np2,np2trace2,false,2.526
np2,np2trace3,false,2.868
np35,np35trace15,false,0.803
np35,np35trace18,false,0.534
np35,np35trace1,false,0.629
np35,np35trace12,false,0.669
np35,np35trace5,false,0.7
np35,np35trace8,false,0.543
np35,np35trace6,false,0.63
np35,np35trace10,false,0.616
np35,np35trace14,false,0.649
np35,np35trace11,false,0.496
np35,np35trace17,false,0.522
np35,np35trace13,false,0.504
np35,np35trace9,false,0.507
np35,np35trace7,false,0.628
np35,np35trace16,false,0.52
np47,np47trace4,false,0.511
np47,np47trace2,false,0.63
np47,np47trace3,false,0.562
